MM: DD: YYYY hh: mm: ss, Seconds, filename, calibration factor, output_value, lux, range, grams, mouseIn, tareCount, batteryLevel
10 / 22 / 2021 16: 52: 18, 3453.83, scale053.txt, -4320.00, 0.00, 1.66, 255, 0.06, 47, 95, 4.16
10 / 22 / 2021 16: 52: 18, 3454.59, scale053.txt, -4320.00, 0.00, 1.79, 255, 0.01, 47, 95, 4.16
10 / 22 / 2021 16: 52: 19, 3455.34, scale053.txt, -4320.00, 0.00, 1.79, 255, 0.05, 47, 95, 4.16
10 / 22 / 2021 16: 52: 20, 3456.10, scale053.txt, -4320.00, 0.00, 1.79, 255, 0.01, 47, 95, 4.16
10 / 22 / 2021 16: 52: 21, 3456.85, scale053.txt, -4320.00, 0.00, 1.79, 255, 0.08, 47, 95, 4.16
10 / 22 / 2021 16: 52: 21, 3457.61, scale053.txt, -4320.00, 0.00, 1.73, 255, 0.06, 47, 95, 4.16
10 / 22 / 2021 16: 52: 22, 3458.36, scale053.txt, -4320.00, 470.00, 0.58, 76, 23.67, 48, 95, 4.16
10 / 22 / 2021 16: 52: 23, 3459.11, scale053.txt, -4320.00, 470.00, 0.38, 22, 23.73, 48, 95, 4.16
10 / 22 / 2021 16: 52: 24, 3459.86, scale053.txt, -4320.00, 429.00, 0.13, 16, 21.39, 48, 95, 4.16
10 / 22 / 2021 16: 52: 24, 3460.61, scale053.txt, -4320.00, 429.00, 0.13, 14, 21.90, 48, 95, 4.16
10 / 22 / 2021 16: 52: 25, 3461.37, scale053.txt, -4320.00, 409.00, 0.06, 11, 20.87, 48, 95, 4.16
10 / 22 / 2021 16: 52: 26, 3462.12, scale053.txt, -4320.00, 389.00, 0.00, 7, 19.48, 48, 95, 4.16
10 / 22 / 2021 16: 52: 27, 3462.87, scale053.txt, -4320.00, 450.00, 0.00, 4, 22.60, 48, 95, 4.16
10 / 22 / 2021 16: 52: 27, 3463.62, scale053.txt, -4320.00, 409.00, 0.06, 8, 20.31, 48, 95, 4.16
10 / 22 / 2021 16: 52: 28, 3464.37, scale053.txt, -4320.00, 409.00, 0.06, 21, 20.11, 48, 95, 4.16
10 / 22 / 2021 16: 52: 29, 3465.13, scale053.txt, -4320.00, 429.00, 0.13, 23, 21.13, 48, 95, 4.16
10 / 22 / 2021 16: 52: 30, 3465.88, scale053.txt, -4320.00, 409.00, 0.06, 8, 20.85, 48, 95, 4.16
10 / 22 / 2021 16: 52: 30, 3466.63, scale053.txt, -4320.00, 429.00, 0.06, 11, 21.50, 48, 95, 4.16
10 / 22 / 2021 16: 52: 31, 3467.38, scale053.txt, -4320.00, 429.00, 0.00, 3, 21.78, 48, 95, 4.16
10 / 22 / 2021 16: 52: 32, 3468.13, scale053.txt, -4320.00, 389.00, 0.06, 7, 19.89, 48, 95, 4.16
10 / 22 / 2021 16: 52: 33, 3468.88, scale053.txt, -4320.00, 470.00, 0.06, 24, 23.32, 48, 95, 4.16
10 / 22 / 2021 16: 52: 33, 3469.63, scale053.txt, -4320.00, 450.00, 0.19, 15, 22.60, 48, 95, 4.16
10 / 22 / 2021 16: 52: 34, 3470.38, scale053.txt, -4320.00, 368.00, 0.00, 10, 18.21, 48, 95, 4.16
10 / 22 / 2021 16: 52: 35, 3471.13, scale053.txt, -4320.00, 429.00, 0.06, 28, 21.67, 48, 95, 4.16
10 / 22 / 2021 16: 52: 36, 3471.89, scale053.txt, -4320.00, 429.00, 0.13, 34, 21.04, 48, 95, 4.16
10 / 22 / 2021 16: 52: 36, 3472.64, scale053.txt, -4320.00, 409.00, 0.06, 29, 20.98, 48, 95, 4.16
10 / 22 / 2021 16: 52: 37, 3473.40, scale053.txt, -4320.00, 429.00, 0.06, 32, 21.54, 48, 95, 4.16
10 / 22 / 2021 16: 52: 38, 3474.15, scale053.txt, -4320.00, 450.00, 0.06, 29, 22.67, 48, 95, 4.16
10 / 22 / 2021 16: 52: 39, 3474.90, scale053.txt, -4320.00, 450.00, 0.06, 34, 22.26, 48, 95, 4.16
10 / 22 / 2021 16: 52: 39, 3475.66, scale053.txt, -4320.00, 450.00, 0.06, 34, 22.60, 48, 95, 4.16
10 / 22 / 2021 16: 52: 40, 3476.42, scale053.txt, -4320.00, 470.00, 0.00, 32, 23.45, 48, 95, 4.16
10 / 22 / 2021 16: 52: 41, 3477.17, scale053.txt, -4320.00, 470.00, 0.06, 30, 23.33, 48, 95, 4.16
10 / 22 / 2021 16: 52: 42, 3477.92, scale053.txt, -4320.00, 450.00, 0.06, 37, 22.27, 48, 95, 4.16
10 / 22 / 2021 16: 52: 42, 3478.67, scale053.txt, -4320.00, 450.00, 0.06, 34, 22.79, 48, 95, 4.16
10 / 22 / 2021 16: 52: 43, 3479.43, scale053.txt, -4320.00, 450.00, 0.06, 35, 22.12, 48, 95, 4.16
10 / 22 / 2021 16: 52: 44, 3480.18, scale053.txt, -4320.00, 470.00, 0.06, 36, 23.54, 48, 95, 4.16
10 / 22 / 2021 16: 52: 45, 3480.94, scale053.txt, -4320.00, 470.00, 0.06, 36, 23.35, 48, 95, 4.16
10 / 22 / 2021 16: 52: 45, 3481.69, scale053.txt, -4320.00, 429.00, 0.06, 38, 21.19, 48, 95, 4.16
10 / 22 / 2021 16: 52: 46, 3482.45, scale053.txt, -4320.00, 491.00, 0.06, 33, 24.67, 48, 95, 4.16
10 / 22 / 2021 16: 52: 47, 3483.20, scale053.txt, -4320.00, 470.00, 0.06, 38, 23.74, 48, 95, 4.16
10 / 22 / 2021 16: 52: 48, 3483.95, scale053.txt, -4320.00, 470.00, 0.06, 34, 23.50, 48, 95, 4.16
10 / 22 / 2021 16: 52: 48, 3484.71, scale053.txt, -4320.00, 470.00, 0.06, 32, 23.52, 48, 95, 4.16
10 / 22 / 2021 16: 52: 49, 3485.46, scale053.txt, -4320.00, 450.00, 0.06, 37, 22.80, 48, 95, 4.16
10 / 22 / 2021 16: 52: 50, 3486.22, scale053.txt, -4320.00, 491.00, 0.06, 34, 24.41, 48, 95, 4.16
10 / 22 / 2021 16: 52: 51, 3486.97, scale053.txt, -4320.00, 491.00, 0.06, 34, 24.24, 48, 95, 4.16
10 / 22 / 2021 16: 52: 51, 3487.72, scale053.txt, -4320.00, 491.00, 0.13, 44, 24.88, 48, 95, 4.16
10 / 22 / 2021 16: 52: 52, 3488.48, scale053.txt, -4320.00, 511.00, 0.70, 113, 25.83, 48, 95, 4.16
10 / 22 / 2021 16: 52: 53, 3489.24, scale053.txt, -4320.00, 532.00, 0.77, 116, 26.86, 48, 95, 4.16
10 / 22 / 2021 16: 52: 54, 3490.00, scale053.txt, -4320.00, 511.00, 0.90, 121, 25.30, 48, 95, 4.16
10 / 22 / 2021 16: 52: 55, 3490.75, scale053.txt, -4320.00, 573.00, 0.83, 108, 28.55, 48, 95, 4.16
10 / 22 / 2021 16: 52: 55, 3491.51, scale053.txt, -4320.00, 532.00, 0.70, 99, 26.73, 48, 95, 4.16
10 / 22 / 2021 16: 52: 56, 3492.27, scale053.txt, -4320.00, 593.00, 0.90, 105, 29.42, 48, 95, 4.16
10 / 22 / 2021 16: 52: 57, 3493.03, scale053.txt, -4320.00, 532.00, 0.32, 84, 26.79, 48, 95, 4.16
10 / 22 / 2021 16: 52: 58, 3493.78, scale053.txt, -4320.00, 491.00, 0.38, 100, 24.71, 48, 95, 4.16
10 / 22 / 2021 16: 52: 58, 3494.54, scale053.txt, -4320.00, 491.00, 0.32, 94, 24.57, 48, 95, 4.16
10 / 22 / 2021 16: 52: 59, 3495.30, scale053.txt, -4320.00, 552.00, 0.51, 103, 27.30, 48, 95, 4.16
10 / 22 / 2021 16: 53: 00, 3496.05, scale053.txt, -4320.00, 573.00, 0.58, 111, 28.62, 48, 95, 4.16
10 / 22 / 2021 16: 53: 01, 3496.81, scale053.txt, -4320.00, 327.00, 0.90, 154, 16.83, 48, 95, 4.16
10 / 22 / 2021 16: 53: 01, 3497.59, scale053.txt, -4320.00, 0.00, 1.66, 255, 0.00, 48, 95, 4.16
10 / 22 / 2021 16: 53: 02, 3498.44, scale053.txt, -4320.00, 0.00, 1.66, 255, 0.00, 48, 96, 4.16
10 / 22 / 2021 16: 53: 03, 3499.20, scale053.txt, -4320.00, 0.00, 1.73, 255, 0.09, 48, 96, 4.15
10 / 22 / 2021 16: 53: 04, 3499.95, scale053.txt, -4320.00, 225.00, 0.90, 75, 11.75, 49, 96, 4.16
10 / 22 / 2021 16: 53: 04, 3500.71, scale053.txt, -4320.00, 573.00, 0.45, 62, 28.07, 49, 96, 4.16
10 / 22 / 2021 16: 53: 05, 3501.46, scale053.txt, -4320.00, 593.00, 0.64, 65, 29.90, 49, 96, 4.16
10 / 22 / 2021 16: 53: 06, 3502.21, scale053.txt, -4320.00, 511.00, 0.96, 35, 25.20, 49, 96, 4.16
10 / 22 / 2021 16: 53: 07, 3502.97, scale053.txt, -4320.00, 450.00, 0.06, 14, 22.04, 49, 96, 4.16
10 / 22 / 2021 16: 53: 07, 3503.72, scale053.txt, -4320.00, 429.00, 0.19, 22, 21.63, 49, 96, 4.16
10 / 22 / 2021 16: 53: 08, 3504.47, scale053.txt, -4320.00, 429.00, 0.06, 13, 21.50, 49, 96, 4.16
10 / 22 / 2021 16: 53: 09, 3505.22, scale053.txt, -4320.00, 450.00, 0.06, 8, 22.73, 49, 96, 4.16
10 / 22 / 2021 16: 53: 10, 3505.97, scale053.txt, -4320.00, 409.00, 0.06, 30, 20.12, 49, 96, 4.16
10 / 22 / 2021 16: 53: 10, 3506.72, scale053.txt, -4320.00, 491.00, 0.00, 40, 24.21, 49, 96, 4.16
10 / 22 / 2021 16: 53: 11, 3507.48, scale053.txt, -4320.00, 552.00, 0.51, 33, 27.15, 49, 96, 4.16
10 / 22 / 2021 16: 53: 12, 3508.23, scale053.txt, -4320.00, 614.00, 1.09, 66, 30.40, 49, 96, 4.16
10 / 22 / 2021 16: 53: 13, 3508.98, scale053.txt, -4320.00, 573.00, 0.90, 57, 28.48, 49, 96, 4.16
10 / 22 / 2021 16: 53: 13, 3509.74, scale053.txt, -4320.00, 511.00, 0.70, 96, 25.37, 49, 96, 4.16
10 / 22 / 2021 16: 53: 14, 3510.49, scale053.txt, -4320.00, 552.00, 0.83, 126, 27.73, 49, 96, 4.16
10 / 22 / 2021 16: 53: 15, 3511.25, scale053.txt, -4320.00, 429.00, 0.96, 140, 21.56, 49, 96, 4.16
10 / 22 / 2021 16: 53: 16, 3512.01, scale053.txt, -4320.00, 470.00, 1.09, 128, 23.00, 49, 96, 4.16
10 / 22 / 2021 16: 53: 17, 3512.76, scale053.txt, -4320.00, 511.00, 0.19, 66, 25.97, 49, 96, 4.16
10 / 22 / 2021 16: 53: 17, 3513.51, scale053.txt, -4320.00, 491.00, 0.38, 29, 24.45, 49, 96, 4.16
10 / 22 / 2021 16: 53: 18, 3514.26, scale053.txt, -4320.00, 470.00, 0.32, 39, 23.69, 49, 96, 4.16
10 / 22 / 2021 16: 53: 19, 3515.02, scale053.txt, -4320.00, 470.00, 0.32, 27, 23.93, 49, 96, 4.16
10 / 22 / 2021 16: 53: 20, 3515.77, scale053.txt, -4320.00, 450.00, 0.38, 37, 22.74, 49, 96, 4.16
10 / 22 / 2021 16: 53: 20, 3516.52, scale053.txt, -4320.00, 511.00, 0.45, 37, 25.17, 49, 96, 4.16
10 / 22 / 2021 16: 53: 21, 3517.27, scale053.txt, -4320.00, 429.00, 0.13, 20, 21.20, 49, 96, 4.16
10 / 22 / 2021 16: 53: 22, 3518.03, scale053.txt, -4320.00, 450.00, 0.06, 15, 22.44, 49, 96, 4.16
10 / 22 / 2021 16: 53: 23, 3518.78, scale053.txt, -4320.00, 450.00, 0.06, 13, 22.27, 49, 96, 4.16
10 / 22 / 2021 16: 53: 23, 3519.53, scale053.txt, -4320.00, 450.00, 0.13, 24, 22.05, 49, 96, 4.16
10 / 22 / 2021 16: 53: 24, 3520.28, scale053.txt, -4320.00, 450.00, 0.13, 14, 22.05, 49, 96, 4.16
10 / 22 / 2021 16: 53: 25, 3521.03, scale053.txt, -4320.00, 429.00, 0.06, 14, 21.71, 49, 96, 4.16
10 / 22 / 2021 16: 53: 26, 3521.78, scale053.txt, -4320.00, 327.00, 0.06, 14, 16.75, 49, 96, 4.16
10 / 22 / 2021 16: 53: 26, 3522.53, scale053.txt, -4320.00, 409.00, 0.13, 14, 20.43, 49, 96, 4.16
10 / 22 / 2021 16: 53: 27, 3523.29, scale053.txt, -4320.00, 491.00, 0.06, 14, 24.51, 49, 96, 4.16
10 / 22 / 2021 16: 53: 28, 3524.04, scale053.txt, -4320.00, 450.00, 0.06, 19, 22.40, 49, 96, 4.16
10 / 22 / 2021 16: 53: 29, 3524.79, scale053.txt, -4320.00, 429.00, 0.06, 15, 21.36, 49, 96, 4.16
10 / 22 / 2021 16: 53: 29, 3525.54, scale053.txt, -4320.00, 429.00, 0.06, 23, 21.34, 49, 96, 4.16
10 / 22 / 2021 16: 53: 30, 3526.29, scale053.txt, -4320.00, 409.00, 0.06, 11, 20.83, 49, 96, 4.16
10 / 22 / 2021 16: 53: 31, 3527.04, scale053.txt, -4320.00, 389.00, 0.13, 13, 19.82, 49, 96, 4.16
10 / 22 / 2021 16: 53: 32, 3527.79, scale053.txt, -4320.00, 429.00, 0.06, 11, 21.46, 49, 96, 4.16
10 / 22 / 2021 16: 53: 32, 3528.54, scale053.txt, -4320.00, 470.00, 0.13, 14, 23.27, 49, 96, 4.16
10 / 22 / 2021 16: 53: 33, 3529.29, scale053.txt, -4320.00, 450.00, 0.06, 10, 22.89, 49, 96, 4.16
10 / 22 / 2021 16: 53: 34, 3530.05, scale053.txt, -4320.00, 450.00, 0.06, 17, 22.52, 49, 96, 4.16
10 / 22 / 2021 16: 53: 35, 3530.80, scale053.txt, -4320.00, 429.00, 0.13, 11, 21.07, 49, 96, 4.16
10 / 22 / 2021 16: 53: 35, 3531.55, scale053.txt, -4320.00, 450.00, 0.06, 17, 22.67, 49, 96, 4.16
10 / 22 / 2021 16: 53: 36, 3532.30, scale053.txt, -4320.00, 470.00, 0.06, 16, 23.08, 49, 96, 4.16
10 / 22 / 2021 16: 53: 37, 3533.05, scale053.txt, -4320.00, 450.00, 0.06, 11, 22.82, 49, 96, 4.16
10 / 22 / 2021 16: 53: 38, 3533.80, scale053.txt, -4320.00, 450.00, 0.38, 8, 22.13, 49, 96, 4.16
10 / 22 / 2021 16: 53: 38, 3534.55, scale053.txt, -4320.00, 348.00, 0.06, 10, 17.85, 49, 96, 4.16
10 / 22 / 2021 16: 53: 39, 3535.30, scale053.txt, -4320.00, 470.00, 0.06, 15, 23.24, 49, 96, 4.16
10 / 22 / 2021 16: 53: 40, 3536.05, scale053.txt, -4320.00, 491.00, 0.06, 22, 24.10, 49, 96, 4.16
10 / 22 / 2021 16: 53: 41, 3536.81, scale053.txt, -4320.00, 470.00, 0.06, 40, 23.17, 49, 96, 4.16
10 / 22 / 2021 16: 53: 41, 3537.56, scale053.txt, -4320.00, 552.00, 0.64, 51, 27.26, 49, 96, 4.16
10 / 22 / 2021 16: 53: 42, 3538.31, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.24, 49, 96, 4.16
10 / 22 / 2021 16: 53: 43, 3539.18, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.30, 49, 97, 4.16
10 / 22 / 2021 16: 53: 44, 3539.93, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.03, 49, 97, 4.16
10 / 22 / 2021 16: 53: 44, 3540.68, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.17, 49, 97, 4.16
10 / 22 / 2021 16: 53: 45, 3541.47, scale053.txt, -4320.00, 389.00, 1.86, 255, 19.73, 49, 97, 4.16
10 / 22 / 2021 16: 53: 46, 3542.22, scale053.txt, -4320.00, 532.00, 1.86, 255, 26.10, 49, 97, 4.16
10 / 22 / 2021 16: 53: 47, 3542.98, scale053.txt, -4320.00, 491.00, 1.86, 255, 24.46, 49, 97, 4.16
10 / 22 / 2021 16: 53: 47, 3543.74, scale053.txt, -4320.00, 409.00, 1.86, 255, 20.18, 49, 97, 4.16
10 / 22 / 2021 16: 53: 48, 3544.49, scale053.txt, -4320.00, 429.00, 1.86, 255, 21.39, 49, 97, 4.16
10 / 22 / 2021 16: 53: 49, 3545.24, scale053.txt, -4320.00, 389.00, 1.86, 255, 19.52, 49, 97, 4.16
10 / 22 / 2021 16: 53: 50, 3546.00, scale053.txt, -4320.00, 470.00, 1.86, 255, 23.52, 49, 97, 4.16
10 / 22 / 2021 16: 53: 51, 3546.75, scale053.txt, -4320.00, 491.00, 1.86, 255, 24.99, 49, 97, 4.16
10 / 22 / 2021 16: 53: 51, 3547.51, scale053.txt, -4320.00, 470.00, 1.86, 255, 23.31, 49, 97, 4.16
10 / 22 / 2021 16: 53: 52, 3548.27, scale053.txt, -4320.00, 593.00, 1.86, 255, 29.23, 49, 97, 4.16
10 / 22 / 2021 16: 53: 53, 3549.02, scale053.txt, -4320.00, 511.00, 1.86, 255, 25.85, 49, 97, 4.16
10 / 22 / 2021 16: 53: 54, 3549.78, scale053.txt, -4320.00, 532.00, 1.86, 255, 26.15, 49, 97, 4.16
10 / 22 / 2021 16: 53: 54, 3550.53, scale053.txt, -4320.00, 429.00, 1.86, 255, 21.86, 49, 97, 4.16
10 / 22 / 2021 16: 53: 55, 3551.29, scale053.txt, -4320.00, 573.00, 1.86, 255, 28.51, 49, 97, 4.16
10 / 22 / 2021 16: 53: 56, 3552.05, scale053.txt, -4320.00, 552.00, 1.73, 255, 27.99, 49, 97, 4.16
10 / 22 / 2021 16: 53: 57, 3552.80, scale053.txt, -4320.00, 552.00, 1.41, 200, 27.31, 49, 97, 4.16
10 / 22 / 2021 16: 53: 57, 3553.56, scale053.txt, -4320.00, 491.00, 1.86, 255, 24.07, 49, 97, 4.16
10 / 22 / 2021 16: 53: 58, 3554.31, scale053.txt, -4320.00, 409.00, 1.79, 200, 20.94, 49, 97, 4.16
10 / 22 / 2021 16: 53: 59, 3555.07, scale053.txt, -4320.00, 429.00, 1.86, 255, 21.52, 49, 97, 4.16
10 / 22 / 2021 16: 54: 00, 3555.82, scale053.txt, -4320.00, 368.00, 1.86, 255, 18.46, 49, 97, 4.16
10 / 22 / 2021 16: 54: 00, 3556.58, scale053.txt, -4320.00, 389.00, 1.86, 255, 19.78, 49, 97, 4.16
10 / 22 / 2021 16: 54: 01, 3557.33, scale053.txt, -4320.00, 491.00, 1.86, 255, 24.38, 49, 97, 4.16
10 / 22 / 2021 16: 54: 02, 3558.09, scale053.txt, -4320.00, 491.00, 1.86, 255, 24.40, 49, 97, 4.16
10 / 22 / 2021 16: 54: 03, 3558.85, scale053.txt, -4320.00, 532.00, 1.79, 255, 26.68, 49, 97, 4.16
10 / 22 / 2021 16: 54: 03, 3559.60, scale053.txt, -4320.00, 511.00, 1.86, 255, 25.06, 49, 97, 4.16
10 / 22 / 2021 16: 54: 04, 3560.36, scale053.txt, -4320.00, 389.00, 1.86, 255, 19.77, 49, 97, 4.16
10 / 22 / 2021 16: 54: 05, 3561.11, scale053.txt, -4320.00, 389.00, 1.86, 255, 20.00, 49, 97, 4.15
10 / 22 / 2021 16: 54: 06, 3561.87, scale053.txt, -4320.00, 491.00, 1.86, 255, 24.29, 49, 97, 4.16
10 / 22 / 2021 16: 54: 06, 3562.63, scale053.txt, -4320.00, 532.00, 1.86, 255, 26.36, 49, 97, 4.16
10 / 22 / 2021 16: 54: 07, 3563.38, scale053.txt, -4320.00, 511.00, 1.60, 255, 25.73, 49, 97, 4.16
10 / 22 / 2021 16: 54: 08, 3564.14, scale053.txt, -4320.00, 573.00, 1.66, 168, 28.21, 49, 97, 4.16
10 / 22 / 2021 16: 54: 09, 3564.90, scale053.txt, -4320.00, 532.00, 0.83, 134, 26.95, 49, 97, 4.16
10 / 22 / 2021 16: 54: 09, 3565.65, scale053.txt, -4320.00, 0.00, 1.79, 255, 0.00, 49, 97, 4.16
10 / 22 / 2021 16: 54: 10, 3566.41, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 97, 4.16
10 / 22 / 2021 16: 54: 11, 3567.17, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.16, 49, 97, 4.16
10 / 22 / 2021 16: 54: 12, 3567.92, scale053.txt, -4320.00, 429.00, 1.86, 255, 21.83, 49, 97, 4.16
10 / 22 / 2021 16: 54: 12, 3568.68, scale053.txt, -4320.00, 429.00, 1.86, 255, 21.83, 49, 97, 4.16
10 / 22 / 2021 16: 54: 13, 3569.53, scale053.txt, -4320.00, 409.00, 1.86, 255, 20.38, 49, 98, 4.16
10 / 22 / 2021 16: 54: 14, 3570.28, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.29, 49, 98, 4.16
10 / 22 / 2021 16: 54: 15, 3571.04, scale053.txt, -4320.00, 102.00, 1.86, 255, 5.74, 49, 98, 4.16
10 / 22 / 2021 16: 54: 16, 3571.79, scale053.txt, -4320.00, 122.00, 1.86, 255, 6.56, 49, 98, 4.15
10 / 22 / 2021 16: 54: 16, 3572.55, scale053.txt, -4320.00, 61.00, 1.86, 255, 3.96, 49, 98, 4.16
10 / 22 / 2021 16: 54: 17, 3573.30, scale053.txt, -4320.00, 143.00, 1.86, 255, 7.58, 49, 98, 4.16
10 / 22 / 2021 16: 54: 18, 3574.06, scale053.txt, -4320.00, 143.00, 1.86, 255, 7.55, 49, 98, 4.16
10 / 22 / 2021 16: 54: 19, 3574.83, scale053.txt, -4320.00, 102.00, 1.86, 255, 5.98, 49, 98, 4.16
10 / 22 / 2021 16: 54: 19, 3575.58, scale053.txt, -4320.00, 61.00, 1.86, 255, 3.88, 49, 98, 4.16
10 / 22 / 2021 16: 54: 20, 3576.34, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 98, 4.16
10 / 22 / 2021 16: 54: 21, 3577.09, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 98, 4.16
10 / 22 / 2021 16: 54: 22, 3577.84, scale053.txt, -4320.00, 40.00, 1.86, 255, 2.74, 49, 98, 4.16
10 / 22 / 2021 16: 54: 22, 3578.64, scale053.txt, -4320.00, 20.00, 1.86, 255, 1.10, 49, 98, 4.16
10 / 22 / 2021 16: 54: 23, 3579.41, scale053.txt, -4320.00, 204.00, 1.86, 255, 10.77, 49, 98, 4.16
10 / 22 / 2021 16: 54: 24, 3580.17, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 98, 4.16
10 / 22 / 2021 16: 54: 25, 3580.92, scale053.txt, -4320.00, 0.00, 1.66, 179, 0.00, 49, 98, 4.16
10 / 22 / 2021 16: 54: 25, 3581.68, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 98, 4.16
10 / 22 / 2021 16: 54: 26, 3582.44, scale053.txt, -4320.00, 20.00, 1.86, 201, 1.80, 49, 98, 4.16
10 / 22 / 2021 16: 54: 27, 3583.19, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 98, 4.16
10 / 22 / 2021 16: 54: 28, 3583.94, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 98, 4.16
10 / 22 / 2021 16: 54: 28, 3584.70, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 98, 4.16
10 / 22 / 2021 16: 54: 29, 3585.46, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 98, 4.16
10 / 22 / 2021 16: 54: 30, 3586.25, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 98, 4.16
10 / 22 / 2021 16: 54: 31, 3587.01, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 98, 4.16
10 / 22 / 2021 16: 54: 32, 3587.76, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 98, 4.16
10 / 22 / 2021 16: 54: 32, 3588.51, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 98, 4.16
10 / 22 / 2021 16: 54: 33, 3589.27, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 98, 4.16
10 / 22 / 2021 16: 54: 34, 3590.02, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 98, 4.16
10 / 22 / 2021 16: 54: 35, 3590.78, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 98, 4.16
10 / 22 / 2021 16: 54: 35, 3591.54, scale053.txt, -4320.00, 102.00, 1.86, 255, 5.08, 49, 98, 4.16
10 / 22 / 2021 16: 54: 36, 3592.29, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.68, 49, 98, 4.16
10 / 22 / 2021 16: 54: 37, 3593.05, scale053.txt, -4320.00, 61.00, 1.79, 255, 3.96, 49, 98, 4.16
10 / 22 / 2021 16: 54: 38, 3593.80, scale053.txt, -4320.00, 61.00, 1.86, 255, 3.89, 49, 98, 4.16
10 / 22 / 2021 16: 54: 38, 3594.56, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.20, 49, 98, 4.16
10 / 22 / 2021 16: 54: 39, 3595.31, scale053.txt, -4320.00, 20.00, 1.86, 255, 1.67, 49, 98, 4.16
10 / 22 / 2021 16: 54: 40, 3596.07, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 98, 4.16
10 / 22 / 2021 16: 54: 41, 3596.82, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 98, 4.16
10 / 22 / 2021 16: 54: 41, 3597.57, scale053.txt, -4320.00, 122.00, 1.86, 255, 6.67, 49, 98, 4.16
10 / 22 / 2021 16: 54: 42, 3598.33, scale053.txt, -4320.00, 122.00, 1.86, 255, 6.28, 49, 98, 4.16
10 / 22 / 2021 16: 54: 43, 3599.09, scale053.txt, -4320.00, 163.00, 1.86, 255, 8.64, 49, 98, 4.16
10 / 22 / 2021 16: 54: 44, 3599.94, scale053.txt, -4320.00, 143.00, 1.86, 255, 7.61, 49, 99, 4.16
10 / 22 / 2021 16: 54: 44, 3600.69, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 99, 4.16
10 / 22 / 2021 16: 54: 45, 3601.45, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 99, 4.16
10 / 22 / 2021 16: 54: 46, 3602.20, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 99, 4.16
10 / 22 / 2021 16: 54: 47, 3602.96, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 99, 4.16
10 / 22 / 2021 16: 54: 47, 3603.71, scale053.txt, -4320.00, 0.00, 1.86, 200, 0.00, 49, 99, 4.16
10 / 22 / 2021 16: 54: 48, 3604.47, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 99, 4.16
10 / 22 / 2021 16: 54: 49, 3605.22, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 99, 4.16
10 / 22 / 2021 16: 54: 50, 3605.98, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 99, 4.16
10 / 22 / 2021 16: 54: 50, 3606.74, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 99, 4.16
10 / 22 / 2021 16: 54: 51, 3607.49, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 99, 4.16
10 / 22 / 2021 16: 54: 52, 3608.25, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 99, 4.16
10 / 22 / 2021 16: 54: 53, 3609.00, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 99, 4.16
10 / 22 / 2021 16: 54: 54, 3609.75, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 99, 4.16
10 / 22 / 2021 16: 54: 54, 3610.51, scale053.txt, -4320.00, 0.00, 1.86, 255, 0.00, 49, 99, 4.16
